image_name,gender,height,weight,shoulder_size,waist_size,hip_size,arm_length,leg_size,ideal_dress_size,age_estimation,color_tone
person_2626.png,Male,166,78,35,94,93,58,93,M,24,Dark
person_8794.png,Male,152,79,38,80,112,66,95,M,26,Dark
person_6652.png,Male,155,79,40,80,105,53,100,XS,29,Dark
person_6404.png,Male,185,85,46,74,81,56,82,M,25,Dark
person_1512.png,Male,173,77,50,90,96,53,91,L,29,Dark
person_1704.png,Female,179,80,43,62,92,52,82,XS,40,Light
person_7694.png,Male,179,91,50,84,89,58,85,M,44,Light
person_3555.png,Female,177,99,37,68,100,62,95,XS,25,Light
person_0276.png,Male,154,78,40,99,112,51,94,L,26,Dark
person_3894.png,Female,186,63,46,62,103,67,89,XS,51,Light
person_4486.png,Female,154,58,42,60,89,62,87,S,24,Light
person_5180.png,Male,151,77,42,92,82,51,99,L,34,Dark
person_4812.png,Male,164,99,42,70,86,65,83,XL,32,Dark
person_6243.png,Female,158,58,48,99,111,65,85,XL,39,Dark
person_4637.png,Male,177,97,46,86,118,57,83,L,41,Medium
person_2225.png,Male,155,82,40,98,113,51,84,XS,21,Dark
person_7764.png,Female,178,80,43,73,119,65,87,L,23,Dark
person_3762.png,Female,180,71,47,64,110,63,84,L,28,Dark
person_3765.png,Female,189,78,39,100,116,70,90,L,34,Dark
person_7040.png,Female,190,78,48,73,100,59,89,M,38,Medium
person_9868.png,Female,189,70,44,81,108,62,87,XS,35,Light
person_5509.png,Male,184,68,35,72,120,56,98,L,53,Light
person_4501.png,Male,164,77,44,91,97,56,97,M,36,Medium
person_5157.png,Female,189,72,36,71,110,53,89,XL,30,Light
person_5307.png,Female,188,70,47,67,115,68,98,XS,54,Medium
person_9174.png,Female,152,66,41,88,101,55,92,XL,32,Dark
person_6969.png,Male,179,58,38,78,116,56,97,L,58,Light
person_5257.png,Male,158,100,48,77,81,62,94,XL,46,Light
person_8032.png,Female,173,73,38,63,117,68,90,XS,50,Dark
person_8459.png,Male,182,65,49,71,110,65,96,XS,50,Dark
person_9611.png,Female,162,47,48,96,102,69,90,XL,26,Dark
person_0761.png,Female,162,72,49,96,93,67,97,XS,56,Light
person_9942.png,Male,183,57,37,90,114,58,92,L,38,Light
person_4421.png,Male,190,96,48,95,85,59,97,M,58,Light
person_2128.png,Female,157,82,48,80,90,52,82,XS,28,Medium
person_8385.png,Female,153,87,45,99,103,58,99,XS,22,Light
person_2497.png,Male,181,90,43,100,95,62,99,M,41,Dark
person_5521.png,Male,164,48,41,80,98,51,85,XL,44,Light
person_6649.png,Female,176,82,42,70,116,51,82,M,33,Light
person_4050.png,Male,178,100,44,74,101,69,88,XL,42,Dark
person_0323.png,Male,157,87,45,80,102,58,94,XS,54,Medium
person_6015.png,Male,166,58,45,87,116,56,84,S,53,Medium
person_7515.png,Male,168,100,47,76,83,51,88,M,44,Dark
person_3998.png,Female,173,85,44,66,110,53,82,XL,53,Light
person_0207.png,Male,189,100,41,67,109,58,83,S,34,Medium
person_8320.png,Female,166,88,37,79,108,53,81,S,39,Light
person_2151.png,Female,159,56,46,64,86,69,87,M,34,Dark
person_0767.png,Male,189,66,38,99,105,55,86,M,52,Medium
person_6335.png,Male,175,99,44,92,86,54,82,XS,51,Medium
person_7089.png,Male,183,83,49,90,89,63,98,XS,38,Dark
person_2181.png,Female,171,89,41,74,105,63,99,M,19,Dark
person_2925.png,Male,163,67,38,69,99,65,91,XL,37,Medium
person_6042.png,Female,172,65,45,98,111,56,91,XL,28,Dark
person_4032.png,Male,177,65,38,100,103,65,97,XS,22,Dark
person_4279.png,Female,189,73,49,61,105,56,92,M,60,Medium
person_8302.png,Male,157,56,37,71,80,68,95,M,22,Light
person_8681.png,Male,151,54,43,67,92,63,92,L,42,Dark
person_9101.png,Male,180,72,46,84,84,60,88,S,42,Medium
person_6419.png,Female,178,94,44,70,109,62,86,XL,19,Dark
person_7168.png,Female,183,49,50,68,108,70,93,XL,59,Light
person_1310.png,Female,185,58,44,81,94,51,93,M,57,Light
person_9381.png,Female,156,54,45,77,97,60,94,S,35,Light
person_2141.png,Female,153,60,36,63,87,67,94,M,22,Medium
person_1954.png,Female,173,57,40,88,102,54,99,L,60,Medium
person_8444.png,Male,162,52,48,71,104,53,80,XL,35,Light
person_1193.png,Female,156,94,49,62,84,69,86,L,29,Light
person_2555.png,Male,186,73,50,77,97,50,98,S,31,Dark
person_4947.png,Male,183,72,37,95,83,52,90,L,19,Dark
person_5645.png,Female,155,87,47,87,80,68,93,S,32,Medium
person_6349.png,Male,173,97,50,73,106,70,94,XL,33,Light
person_9110.png,Female,165,86,46,75,89,59,98,M,27,Dark
person_5901.png,Male,180,95,35,63,114,53,93,XS,60,Dark
person_0969.png,Male,164,87,50,74,113,50,90,XL,43,Medium
person_3500.png,Female,162,55,47,90,104,64,80,L,44,Medium
person_6175.png,Female,163,74,47,60,118,50,80,S,48,Medium
person_5727.png,Male,185,50,42,90,88,60,91,XL,41,Light
person_7317.png,Female,180,87,47,63,118,58,96,L,24,Dark
person_5804.png,Male,177,59,50,79,109,50,89,S,38,Medium
person_9853.png,Female,150,53,45,84,104,67,80,M,46,Light
person_8949.png,Female,178,45,43,81,87,56,85,M,44,Light
person_0204.png,Female,155,47,40,85,96,51,98,XL,30,Dark
person_5263.png,Female,186,55,48,89,106,50,94,XL,30,Light
person_6593.png,Male,152,82,48,100,99,54,95,XS,24,Medium
person_3598.png,Male,175,52,38,87,95,55,98,M,27,Dark
person_0696.png,Female,169,57,42,62,90,62,89,XL,57,Dark
person_9977.png,Male,166,89,38,89,104,61,88,XL,46,Light
person_6101.png,Female,185,60,41,80,106,69,98,XL,60,Light
person_8917.png,Male,158,90,48,65,106,51,81,M,36,Dark
person_6185.png,Male,161,81,40,79,99,68,83,L,56,Medium
person_1363.png,Female,166,62,43,67,96,58,95,XS,38,Light
person_2773.png,Female,176,76,44,92,82,51,94,XL,60,Light
person_9577.png,Female,178,72,35,88,112,70,94,L,33,Light
person_6762.png,Male,159,100,42,71,116,70,86,XS,53,Light
person_2056.png,Male,172,79,50,85,94,54,82,XS,58,Dark
person_3788.png,Female,157,63,44,80,119,64,92,L,26,Dark
person_7806.png,Female,171,90,49,60,81,69,81,XL,57,Dark
person_2456.png,Female,165,66,45,98,92,58,96,XS,55,Light
person_6378.png,Female,185,98,44,92,107,65,88,XL,51,Light
person_9725.png,Female,176,52,46,98,104,54,88,XS,35,Light
person_2356.png,Female,189,70,42,85,120,70,91,XL,59,Medium
person_5082.png,Male,186,60,49,82,118,52,88,M,45,Medium
person_6252.png,Male,172,64,45,60,95,54,99,M,46,Medium
person_6156.png,Female,172,86,44,81,104,57,100,M,34,Medium
person_6860.png,Male,152,54,43,96,118,65,80,M,22,Dark
person_9623.png,Female,172,98,35,63,93,56,97,XS,59,Light
person_4762.png,Male,176,47,40,88,108,62,82,XL,59,Light
person_9520.png,Male,183,46,38,96,99,64,91,L,33,Medium
person_6851.png,Male,152,65,45,66,115,62,88,XL,42,Medium
person_1019.png,Male,165,72,35,66,90,54,91,S,54,Dark
person_6303.png,Female,153,64,48,65,84,54,82,XL,47,Dark
person_5885.png,Male,169,66,39,66,117,59,81,M,19,Dark
person_4626.png,Male,173,94,39,72,88,51,88,XL,20,Dark
person_6630.png,Female,161,94,36,91,95,50,91,M,20,Light
person_5232.png,Female,155,84,47,81,99,69,89,M,38,Dark
person_1028.png,Female,175,99,45,83,80,56,98,XS,18,Medium
person_2575.png,Female,159,78,36,85,88,62,82,XL,35,Light
person_0529.png,Male,166,78,42,100,84,69,95,L,19,Dark
person_7040.png,Male,171,92,37,75,99,50,95,XS,58,Dark
person_1459.png,Male,167,84,38,75,89,65,100,L,52,Medium
person_3141.png,Male,150,76,50,71,84,62,92,S,24,Light
person_8660.png,Male,168,86,42,82,106,62,86,L,22,Medium
person_8247.png,Male,168,80,41,68,91,67,90,M,29,Dark
person_6438.png,Female,166,64,37,71,117,54,88,XS,31,Light
person_2649.png,Male,166,53,47,62,91,70,87,L,43,Dark
person_2119.png,Male,170,52,36,94,81,68,100,M,43,Dark
person_3527.png,Male,176,82,46,98,114,63,87,XL,27,Dark
person_3942.png,Female,163,62,50,77,95,67,81,M,22,Medium
person_3028.png,Female,173,100,50,85,101,59,83,L,28,Dark
person_1032.png,Female,176,82,39,91,97,68,90,XS,37,Medium
person_4734.png,Male,182,62,44,66,118,62,83,S,51,Dark
person_7046.png,Female,172,52,38,86,99,56,84,M,20,Medium
person_7326.png,Female,189,98,39,79,95,69,97,M,41,Dark
person_9119.png,Male,168,71,38,70,106,58,93,XS,52,Medium
person_9883.png,Male,170,97,39,80,89,68,92,L,36,Medium
person_4481.png,Female,163,85,36,62,94,55,84,XL,55,Medium
person_3866.png,Male,153,100,50,91,84,55,92,XL,30,Light
person_0342.png,Female,163,72,38,75,115,64,95,S,42,Dark
person_1185.png,Female,168,80,50,95,80,53,89,XL,28,Dark
person_7790.png,Male,151,84,38,86,94,57,83,S,39,Medium
person_0608.png,Female,170,71,49,75,98,67,100,XL,28,Medium
person_9653.png,Male,159,49,36,64,120,62,99,S,29,Light
person_9995.png,Female,182,69,38,92,119,50,95,XL,54,Dark
person_8218.png,Male,155,90,46,81,111,69,89,S,45,Medium
person_8952.png,Male,188,87,44,76,114,65,88,S,40,Dark
person_0811.png,Male,165,65,41,71,95,61,91,S,33,Light
person_0975.png,Female,172,95,46,64,86,62,88,XL,28,Dark
person_5077.png,Female,159,81,42,99,108,52,94,L,21,Medium
person_6900.png,Male,162,67,45,83,118,69,98,M,30,Medium
person_4749.png,Male,155,98,50,67,94,69,98,M,38,Light
person_0154.png,Female,176,100,38,91,81,54,90,XS,51,Light
person_6675.png,Female,158,93,36,81,92,51,93,XS,35,Dark
person_8201.png,Female,175,87,40,61,103,63,98,XS,30,Medium
person_3998.png,Female,161,71,35,87,96,50,80,XS,48,Medium
person_9090.png,Male,188,63,36,94,90,56,91,XL,55,Medium
person_1850.png,Male,157,77,40,66,82,51,97,XS,60,Light
person_8535.png,Male,158,56,40,90,96,60,86,M,22,Dark
person_8725.png,Female,187,74,37,94,112,63,82,S,26,Light
person_4111.png,Female,165,100,43,62,114,57,82,M,25,Dark
person_6656.png,Male,183,98,39,75,113,53,81,XL,31,Light
person_4257.png,Female,159,53,35,100,118,59,90,XS,52,Light
person_9836.png,Female,154,88,43,72,97,68,95,M,27,Dark
person_2697.png,Male,154,88,46,89,111,65,97,L,53,Medium
person_5494.png,Female,182,50,39,68,103,63,95,S,38,Dark
person_8615.png,Male,176,64,40,72,87,57,100,L,55,Medium
person_2716.png,Female,183,74,50,63,96,58,89,S,27,Medium
person_3582.png,Female,167,76,47,96,105,68,88,M,48,Medium
person_0729.png,Male,159,92,41,84,102,62,96,L,23,Light
person_9010.png,Male,180,49,45,76,109,54,88,S,54,Light
person_8185.png,Male,156,94,48,90,96,69,90,S,48,Light
person_6559.png,Female,187,72,45,78,83,62,83,XL,60,Medium
person_5721.png,Female,173,97,49,98,80,67,90,L,30,Medium
person_9741.png,Female,151,62,46,84,106,63,96,L,35,Light
person_1241.png,Female,185,82,35,85,98,67,90,S,30,Light
person_5373.png,Female,169,75,46,61,91,68,96,XS,38,Light
person_9883.png,Female,169,83,46,86,92,51,85,XL,33,Light
person_4886.png,Male,173,78,49,94,103,53,92,XS,40,Light
person_4089.png,Male,165,65,36,87,115,60,84,XL,54,Light
person_6388.png,Male,151,69,43,100,89,64,83,XS,19,Medium
person_8993.png,Male,169,93,41,71,95,68,88,M,59,Medium
person_3239.png,Female,163,45,42,91,114,65,81,XS,24,Medium
person_8093.png,Female,188,94,49,68,86,66,88,XS,60,Dark
person_0659.png,Male,166,47,41,87,100,67,85,L,26,Light
person_2135.png,Female,153,70,47,84,111,51,97,XS,57,Light
person_0313.png,Male,189,51,44,93,85,59,86,L,23,Medium
person_8361.png,Female,152,64,43,91,111,69,91,M,38,Dark
person_2886.png,Male,181,66,41,88,111,67,87,L,18,Light
person_5900.png,Female,180,71,42,60,116,61,94,L,46,Light
person_7946.png,Female,157,80,46,72,102,56,100,XL,38,Medium
person_9813.png,Female,168,87,48,61,96,51,96,XS,60,Light
person_3014.png,Female,153,49,37,73,112,63,80,S,23,Medium
person_6046.png,Female,154,88,38,94,100,53,83,XL,43,Medium
person_3264.png,Female,159,61,44,79,120,56,83,L,41,Dark
person_6618.png,Female,181,82,38,85,95,62,100,XS,35,Light
person_8928.png,Female,165,82,36,98,114,68,89,S,39,Light
person_8046.png,Female,182,87,40,64,110,50,95,XL,38,Dark
person_4355.png,Female,185,81,39,82,112,64,84,L,49,Light
person_8790.png,Male,150,66,44,87,119,66,93,XL,23,Medium
person_9245.png,Female,158,95,40,87,91,70,97,XS,54,Dark
person_9378.png,Male,178,100,47,62,109,70,82,M,48,Medium
person_8698.png,Male,177,100,42,88,117,57,92,XS,58,Medium
person_9363.png,Female,172,75,48,90,104,52,90,L,52,Medium
person_8755.png,Male,154,78,38,92,82,66,99,L,55,Light
person_5232.png,Female,184,69,38,92,108,56,86,XL,29,Medium
person_1022.png,Male,162,71,48,63,88,50,80,M,50,Light
person_8688.png,Male,177,82,42,81,100,62,81,XL,43,Dark
person_6770.png,Male,158,77,43,70,103,58,80,XS,38,Dark
person_6526.png,Female,160,91,36,64,104,60,85,M,30,Dark
person_7561.png,Female,170,95,49,98,88,62,90,XL,50,Medium
person_5249.png,Male,184,71,36,63,117,58,81,S,34,Light
person_3700.png,Female,172,57,35,89,90,63,88,XL,18,Medium
person_4791.png,Male,185,88,36,81,96,57,82,M,54,Medium
person_3729.png,Female,161,97,38,80,100,69,89,S,46,Dark
person_4230.png,Female,151,58,38,72,117,70,85,L,23,Light
person_8271.png,Male,181,57,50,62,87,57,83,L,34,Medium
person_4876.png,Female,187,59,36,65,109,61,81,S,48,Light
person_5035.png,Male,158,53,46,64,119,59,93,L,38,Light
person_1656.png,Male,189,46,47,65,93,70,95,M,48,Medium
person_2512.png,Female,185,93,47,79,119,59,85,S,54,Dark
person_4314.png,Male,167,73,48,95,99,52,90,XS,50,Dark
person_7170.png,Female,188,94,46,72,83,64,80,L,38,Dark
person_6015.png,Male,162,73,45,83,114,61,90,XL,59,Medium
person_2461.png,Male,174,60,50,62,82,69,99,XL,19,Light
person_5065.png,Female,150,78,48,83,108,62,89,XS,35,Light
person_3380.png,Female,183,50,36,66,81,61,96,XS,24,Light
person_4677.png,Male,154,69,50,82,89,64,85,XL,22,Light
person_5641.png,Male,187,50,45,91,96,63,92,M,41,Light
person_3545.png,Male,169,60,36,88,86,67,96,XL,27,Light
person_0109.png,Female,154,47,43,60,107,58,81,XS,35,Dark
person_1991.png,Male,170,75,37,77,89,53,80,M,38,Dark
person_5074.png,Female,173,76,48,71,111,55,85,L,43,Dark
person_2919.png,Male,163,74,48,71,92,67,88,L,29,Dark
person_9682.png,Male,157,89,42,96,115,52,82,M,32,Light
person_6730.png,Male,160,63,39,66,102,55,94,XL,18,Medium
person_7150.png,Female,168,98,36,64,90,54,97,M,35,Light
person_2017.png,Female,154,49,49,63,119,70,83,M,18,Light
person_3460.png,Male,190,89,47,89,80,56,98,M,52,Light
person_0132.png,Female,173,88,43,74,112,50,97,S,20,Dark
person_6354.png,Male,156,50,39,97,83,70,94,XS,47,Light
person_9424.png,Male,161,49,36,78,116,69,80,S,26,Medium
person_2383.png,Female,150,69,47,77,101,70,94,XL,22,Dark
person_2680.png,Male,177,93,48,76,120,62,86,XS,50,Dark
person_7095.png,Female,150,56,45,69,95,67,86,M,39,Medium
person_1519.png,Female,184,85,41,95,100,50,88,XL,27,Medium
person_0878.png,Female,184,69,49,85,110,54,97,M,30,Dark
person_8974.png,Female,187,79,42,93,92,61,95,L,29,Medium
person_6543.png,Male,151,52,36,65,95,70,80,XL,51,Light
person_1809.png,Female,160,49,46,79,81,70,82,S,30,Dark
person_5947.png,Female,162,67,48,60,110,63,83,S,25,Dark
person_9011.png,Male,186,45,36,70,114,58,92,M,22,Light
person_4035.png,Female,160,52,47,73,100,59,96,XS,48,Medium
person_9265.png,Male,158,68,38,81,110,63,92,S,51,Light
person_4197.png,Female,165,70,46,99,91,66,80,S,54,Medium
person_2562.png,Male,183,60,43,80,81,54,98,M,45,Dark
person_7987.png,Male,150,55,45,89,102,51,89,M,34,Medium
person_2452.png,Male,171,100,40,65,80,52,90,S,31,Light
person_8853.png,Male,168,45,35,98,104,70,85,XS,21,Light
person_7224.png,Female,155,89,40,64,80,62,89,XS,39,Dark
person_2974.png,Male,168,70,43,70,85,56,95,L,28,Medium
person_1404.png,Male,150,45,39,90,86,60,85,XS,46,Light
person_4130.png,Male,175,57,46,64,93,66,82,M,23,Light
person_7984.png,Male,154,51,48,97,84,66,91,S,42,Medium
person_4915.png,Female,154,55,44,82,113,56,94,M,33,Medium
person_2493.png,Female,161,85,36,88,83,62,98,XL,28,Dark
person_3414.png,Male,182,63,35,83,81,67,80,XL,42,Medium
person_3173.png,Female,175,59,37,64,82,50,85,L,26,Medium
person_4439.png,Female,164,84,36,80,120,69,86,XS,55,Light
person_9235.png,Female,187,64,39,85,92,70,84,L,24,Light
person_9004.png,Male,150,72,37,95,113,54,86,XL,50,Medium
person_6742.png,Male,186,77,47,88,119,52,87,XS,45,Medium
person_1447.png,Male,168,78,39,65,90,65,86,S,45,Dark
person_8116.png,Male,176,93,40,69,91,63,80,XL,50,Medium
person_9808.png,Male,152,84,49,91,117,67,93,XL,42,Medium
person_8136.png,Male,186,62,49,83,83,62,93,XL,58,Medium
person_4431.png,Female,150,79,47,100,89,61,82,XS,58,Medium
person_7253.png,Male,162,58,35,64,89,52,89,S,25,Dark
person_8174.png,Male,164,81,43,81,92,54,91,S,33,Dark
person_1488.png,Male,175,73,39,67,105,57,100,XS,33,Dark
person_7324.png,Female,165,56,47,77,115,56,97,M,49,Dark
person_6290.png,Female,151,95,36,72,106,62,94,L,60,Dark
person_7168.png,Female,165,60,43,60,120,69,81,L,45,Dark
person_8298.png,Male,158,65,42,94,84,54,88,S,58,Medium
person_5728.png,Female,185,67,43,78,97,65,90,L,39,Dark
person_7786.png,Male,189,62,48,99,110,66,94,M,25,Dark
person_2476.png,Male,170,88,50,86,103,56,90,M,34,Dark
person_8744.png,Female,170,79,42,93,96,64,92,M,44,Dark
person_1883.png,Male,173,73,37,96,111,69,89,XL,24,Light
person_5187.png,Male,167,55,38,80,95,69,92,S,30,Light
person_3107.png,Male,166,75,36,65,101,58,99,L,23,Medium
person_7710.png,Female,156,69,50,67,88,64,84,XL,42,Medium
person_8628.png,Male,181,73,50,92,105,50,90,XL,30,Light
person_9200.png,Female,188,83,42,83,119,65,90,L,43,Dark
person_5992.png,Male,179,98,40,83,106,55,100,XL,39,Medium
person_6390.png,Female,170,55,41,71,95,66,83,L,52,Light
person_8093.png,Female,158,99,45,97,93,69,92,L,32,Dark
person_1875.png,Female,189,47,45,97,100,66,99,M,27,Light
person_4963.png,Female,155,50,41,80,116,67,96,S,21,Medium
person_8337.png,Female,185,94,42,76,102,65,95,XL,49,Medium
person_3263.png,Male,172,100,50,62,90,65,96,XS,47,Light
person_2587.png,Male,189,81,46,70,90,63,97,XS,40,Medium
person_5506.png,Female,153,56,36,69,114,64,94,XS,48,Medium
person_7004.png,Female,175,74,46,94,81,67,83,XS,36,Medium
person_8364.png,Female,157,46,40,80,117,67,82,XL,21,Medium
person_2307.png,Female,167,82,36,99,101,58,96,M,23,Light
person_4302.png,Female,151,88,43,98,102,55,98,M,57,Light
person_5763.png,Male,168,62,46,89,104,52,97,XS,27,Light
person_8061.png,Male,167,97,42,90,91,53,93,M,50,Medium
person_0755.png,Female,190,51,49,69,98,53,88,XL,38,Dark
person_0770.png,Male,172,54,46,64,103,53,92,XL,46,Light
person_1551.png,Female,167,93,41,85,80,60,95,S,25,Dark
person_5423.png,Female,177,55,43,84,106,55,83,M,57,Medium
person_2412.png,Female,153,60,35,89,120,62,84,XL,37,Medium
person_0667.png,Female,184,79,49,99,108,54,95,M,59,Medium
person_2168.png,Male,180,70,48,95,92,56,85,L,27,Light
person_9960.png,Female,156,67,48,62,87,67,96,S,60,Light
person_1132.png,Male,167,51,46,76,86,62,91,L,20,Dark
person_9849.png,Female,190,91,46,77,119,69,92,L,52,Medium
person_0474.png,Female,185,99,38,61,102,56,91,XS,22,Light
person_6485.png,Male,170,65,36,69,107,55,90,M,32,Dark
person_0875.png,Female,172,78,47,86,90,61,96,S,39,Light
person_4293.png,Female,188,70,41,95,117,63,93,S,34,Medium
person_2577.png,Male,181,85,49,70,90,67,83,XL,50,Light
person_0131.png,Female,174,45,50,65,92,59,99,L,22,Medium
person_4472.png,Male,183,75,47,74,84,68,96,S,28,Medium
person_6377.png,Male,188,87,45,100,117,61,89,XS,20,Light
person_6998.png,Female,182,69,37,70,93,62,93,S,21,Medium
person_5566.png,Female,173,52,39,77,85,68,99,S,18,Medium
person_8678.png,Male,182,83,48,78,116,69,88,M,48,Light
person_6715.png,Female,167,66,41,66,88,69,89,L,44,Dark
person_4602.png,Male,179,55,37,88,102,59,100,XS,57,Light
person_7241.png,Male,171,50,46,82,116,58,93,M,31,Dark
person_3483.png,Female,166,85,37,90,92,53,91,XS,59,Light
person_5586.png,Male,179,73,47,74,116,56,86,L,24,Medium
person_4485.png,Male,184,58,41,65,80,63,82,L,18,Dark
person_0019.png,Male,162,48,42,75,90,65,87,M,50,Medium
person_8377.png,Male,170,65,47,66,91,55,98,M,57,Dark
person_0648.png,Female,173,80,50,82,85,61,95,L,51,Dark
person_7242.png,Male,167,79,42,96,106,56,92,M,21,Light
person_5409.png,Female,154,82,38,71,113,64,96,XS,54,Dark
person_7700.png,Male,164,96,49,63,117,65,98,XL,20,Dark
person_5251.png,Male,187,90,41,97,84,56,88,XL,31,Dark
person_8191.png,Female,190,95,42,64,83,67,86,S,29,Dark
person_9576.png,Male,174,91,38,87,118,67,88,L,22,Light
person_0574.png,Male,153,88,36,84,103,53,85,S,28,Light
person_8480.png,Female,170,79,35,79,120,69,88,S,26,Medium
person_2879.png,Female,184,87,40,65,109,70,100,XS,59,Light
person_7315.png,Male,175,46,37,85,84,67,100,XL,56,Dark
person_3011.png,Male,158,98,37,88,95,63,99,XL,48,Medium
person_9175.png,Female,174,53,35,97,101,50,93,XS,47,Dark
person_7997.png,Male,158,46,36,80,80,60,80,XL,35,Light
person_5531.png,Female,177,93,46,77,114,68,80,XS,20,Medium
person_5444.png,Male,161,97,50,96,81,57,84,XS,24,Dark
person_9428.png,Male,157,46,40,70,109,64,81,XL,60,Dark
person_1700.png,Male,164,71,50,76,86,60,88,XL,22,Medium
person_1932.png,Male,157,58,40,90,92,65,84,S,52,Light
person_1495.png,Male,189,47,41,65,101,65,83,XS,27,Dark
person_8488.png,Female,184,100,39,79,99,53,94,S,22,Medium
person_4736.png,Male,163,70,46,63,94,54,98,XL,57,Dark
person_1387.png,Male,188,65,41,69,103,66,95,L,52,Light
person_9890.png,Male,169,92,48,73,87,62,89,XL,44,Light
person_2434.png,Male,190,84,47,98,95,50,87,L,58,Light
person_4927.png,Male,158,87,36,74,86,53,91,M,49,Medium
person_2171.png,Female,171,57,41,60,84,70,90,L,35,Light
person_2567.png,Female,179,97,36,77,84,52,97,M,51,Light
person_1643.png,Female,177,63,38,73,98,54,89,L,45,Medium
person_6889.png,Female,182,82,47,68,104,55,92,L,32,Dark
person_3827.png,Male,179,100,35,79,98,54,82,XL,34,Light
person_6231.png,Female,167,62,50,61,105,53,87,L,34,Dark
person_6890.png,Male,178,93,35,99,90,59,86,XL,42,Light
person_6378.png,Female,190,76,39,86,109,61,98,M,47,Medium
person_0494.png,Male,162,74,48,64,100,60,84,XS,42,Medium
person_6893.png,Female,164,92,47,96,80,67,92,XL,38,Light
person_9727.png,Female,178,91,49,73,96,50,93,S,22,Medium
person_6091.png,Female,161,94,40,85,81,51,98,M,42,Dark
person_7284.png,Female,168,80,46,75,98,56,93,S,24,Light
person_3766.png,Female,184,89,37,98,105,70,92,XL,54,Medium
person_3587.png,Male,176,72,41,71,104,53,97,L,56,Medium
person_8967.png,Female,178,67,46,86,107,65,85,M,47,Light
person_6710.png,Male,182,89,42,65,114,60,94,XS,27,Medium
person_9668.png,Female,183,88,49,62,107,58,86,XS,44,Dark
person_5906.png,Female,163,80,36,68,80,58,84,XL,42,Medium
person_6228.png,Male,150,93,47,82,80,67,82,XL,44,Light
person_3951.png,Male,170,64,35,97,91,51,92,L,26,Medium
person_2064.png,Female,150,76,49,78,80,57,99,XS,57,Dark
person_4299.png,Female,169,59,37,87,94,60,86,L,35,Dark
person_3642.png,Female,155,52,49,84,100,68,86,XS,25,Medium
person_9237.png,Male,186,99,44,89,105,60,96,XL,23,Light
person_4878.png,Female,152,67,36,98,81,52,87,XL,34,Dark
person_2292.png,Male,151,93,48,60,104,53,86,XS,23,Medium
person_0580.png,Male,173,89,36,76,106,68,83,M,37,Dark
person_4745.png,Female,183,61,50,65,105,56,88,XS,19,Medium
person_7990.png,Male,161,48,48,64,119,68,99,M,22,Light
person_9874.png,Male,177,78,48,62,100,68,97,S,18,Medium
person_1539.png,Female,189,72,37,89,92,60,89,M,34,Medium
person_2508.png,Female,172,67,49,91,92,68,89,M,53,Dark
person_4085.png,Male,155,79,45,88,116,70,96,L,60,Dark
person_2134.png,Male,163,81,44,84,99,60,90,L,51,Dark
person_5745.png,Male,182,94,46,86,101,65,90,XL,56,Medium
person_4256.png,Male,164,83,42,95,88,56,97,S,55,Medium
person_9411.png,Female,182,99,44,63,114,66,99,L,56,Light
person_5215.png,Male,166,59,46,60,92,68,87,XS,41,Light
person_1859.png,Male,176,88,39,95,107,50,91,XS,46,Medium
person_4022.png,Male,167,50,44,66,115,57,83,M,29,Light
person_9274.png,Male,165,92,39,95,96,63,94,XL,19,Dark
person_9731.png,Male,155,55,42,65,92,67,81,S,48,Dark
person_8998.png,Male,180,78,46,61,118,65,84,M,31,Medium
person_2291.png,Female,185,48,43,67,120,50,89,M,28,Light
person_3887.png,Male,182,97,36,78,115,64,89,M,39,Dark
person_5136.png,Female,167,56,44,75,81,50,95,S,50,Light
person_3247.png,Female,151,69,40,75,120,63,93,M,18,Medium
person_0941.png,Male,189,77,37,93,111,64,90,L,55,Light
person_9850.png,Male,167,47,38,88,94,57,93,XL,33,Medium
person_7146.png,Female,175,72,39,81,102,60,88,XL,38,Light
person_7144.png,Female,164,88,35,66,95,60,88,S,30,Medium
person_8077.png,Female,176,79,48,67,80,52,93,L,60,Medium
person_1963.png,Female,177,54,47,83,118,56,87,XL,59,Medium
person_0936.png,Male,159,51,41,96,112,64,92,M,42,Light
person_1260.png,Female,176,53,50,90,86,50,95,S,34,Dark
person_1506.png,Female,152,84,39,66,106,57,98,S,45,Medium
person_0103.png,Male,150,88,47,63,103,64,90,S,58,Dark
person_9576.png,Female,188,48,45,88,82,53,88,M,39,Dark
person_6449.png,Female,172,68,49,98,111,67,95,L,53,Light
person_8400.png,Female,172,48,50,60,88,60,96,XS,24,Medium
person_7068.png,Female,188,50,37,84,107,66,80,M,32,Light
person_8657.png,Male,190,65,46,93,100,53,100,XS,30,Dark
person_4259.png,Female,175,84,45,83,99,50,88,M,56,Medium
person_7416.png,Female,165,59,40,86,83,55,80,XS,38,Dark
person_3005.png,Male,182,45,45,61,110,55,99,S,36,Dark
person_1079.png,Male,188,89,40,86,103,53,85,M,53,Dark
person_4988.png,Female,155,62,44,68,104,59,87,S,57,Light
person_6388.png,Female,154,62,47,69,89,57,95,M,49,Dark
person_6414.png,Female,176,59,42,80,92,62,87,S,41,Medium
person_4899.png,Female,188,63,43,65,102,53,92,XL,45,Dark
person_7742.png,Male,156,73,43,64,98,51,93,L,43,Medium
person_8828.png,Male,161,52,42,81,110,70,94,XL,59,Dark
